year,type,weight_lbs,est_weight,ott,city,state,state_code,latitude,longitude,nearest_station
2014,Giant Pumpkin,1206.0,1142.0,375.0,Little Valley,New York,NY,42.2525,-78.8058333,USC00301625
2014,Giant Pumpkin,1206.0,1212.0,383.0,Richmond,Minnesota,MN,45.4541667,-94.5180556,USW00014926
2014,Giant Pumpkin,1205.5,1402.0,406.0,Vancouver,Washington,WA,45.6388889,-122.6602778,USC00458773
2014,Giant Pumpkin,1204.5,1164.0,377.0,Wallingford,Connecticut,CT,41.4569444,-72.8236111,USC00060227
2014,Giant Pumpkin,1204.0,1224.0,385.0,Trumbull,Connecticut,CT,41.2427778,-73.20111109999998,USW00094702
2014,Giant Pumpkin,1204.0,1228.0,385.0,Brigham City,Utah,UT,41.5102778,-112.0147222,USS0011J11S
2014,Giant Pumpkin,1199.0,1170.0,378.0,Corryton,Tennessee,TN,36.153611100000006,-83.7825,USW00013891
2014,Giant Pumpkin,1196.0,1287.0,392.0,Fenton,Michigan,MI,42.7977778,-83.705,USW00014826
2014,Giant Pumpkin,1190.0,1216.0,384.0,Sanford,Maine,ME,43.4391667,-70.77472220000001,USC00173862
2014,Giant Pumpkin,1189.5,1212.0,383.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991
2014,Giant Pumpkin,1189.0,1203.0,382.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991
2014,Giant Pumpkin,1188.0,1212.0,383.0,Napa,California,CA,38.2972222,-122.2844444,USW00093241
2014,Giant Pumpkin,1187.0,1049.0,363.0,Spotsylvania,Virginia,VA,38.2008333,-77.5894444,USC00445050
2014,Giant Pumpkin,1184.0,1179.0,379.0,Santa Rosa,California,CA,38.4405556,-122.7133333,USC00043578
2014,Giant Pumpkin,1183.0,1091.0,368.0,Hampton,Connecticut,CT,41.7838889,-72.0552778,USW00014740
2014,Giant Pumpkin,1181.0,1121.0,372.0,Huntsburg,Ohio,OH,41.5347222,-81.0519444,USC00331458
2014,Giant Pumpkin,1180.0,1296.0,393.0,Napa,California,CA,38.2972222,-122.2844444,USW00093241
2014,Giant Pumpkin,1177.5,1300.0,394.0,Cumberland,Rhode Island,RI,41.96666670000001,-71.4333333,USW00014765
2014,Giant Pumpkin,1171.0,0.0,0.0,Comstock Park,Michigan,MI,43.0386111,-85.67,USW00094860
2014,Giant Pumpkin,1170.5,1121.0,372.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00058995
2014,Giant Pumpkin,1167.5,1187.0,380.0,Sullivan,Illinois,IL,39.5994444,-88.6077778,USC00118684
2014,Giant Pumpkin,1164.0,0.0,0.0,Des Moines,Iowa,IA,41.60055560000001,-93.6088889,USW00014933
2014,Giant Pumpkin,1163.0,1321.0,396.0,Oneida,Tennessee,TN,36.4980556,-84.5127778,USC00406493
2014,Giant Pumpkin,1163.0,1089.0,368.0,Buxton,Maine,ME,43.6377778,-70.5194444,USC00173862
2014,Giant Pumpkin,1162.0,1105.0,370.0,Amana,Iowa,IA,41.8,-91.8705556,USC00135086
2014,Giant Pumpkin,1160.0,1428.0,409.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711
2014,Giant Pumpkin,1159.5,1059.0,364.0,Putnam,Connecticut,CT,41.915,-71.9094444,USW00014740
2014,Giant Pumpkin,1159.5,1203.0,382.0,Spanaway,Washington,WA,47.1041667,-122.4333333,USW00024233
2014,Giant Pumpkin,1156.0,1065.0,365.0,Albany,Oregon,OR,44.6366667,-123.1047222,USW00024232
2014,Giant Pumpkin,1154.0,1105.0,370.0,Foley,Minnesota,MN,45.6647222,-93.9094444,USW00014926
2014,Giant Pumpkin,1153.0,1077.0,367.0,Burt,New York,NY,43.3163889,-78.7141667,USW00014733
2014,Giant Pumpkin,1152.5,1187.0,380.0,Erving,Massachusetts,MA,42.6,-72.3986111,USC00190190
2014,Giant Pumpkin,1152.0,1113.0,371.0,Santa Rosa,California,CA,38.4405556,-122.7133333,USC00043578
2014,Giant Pumpkin,1147.0,1057.0,364.0,New Hope,Kentucky,KY,37.6319444,-85.5083333,USC00154958
2014,Giant Pumpkin,1142.0,1162.0,377.0,Sanford,Maine,ME,43.4391667,-70.77472220000001,USC00173862
2014,Giant Pumpkin,1142.0,1085.0,368.0,Prestonsburg,Kentucky,KY,37.66555560000001,-82.7716667,USW00003889
2014,Giant Pumpkin,1140.0,0.0,0.0,Fairfax,Vermont,VT,44.6652778,-73.00916670000002,USW00014742
2014,Giant Pumpkin,1138.0,1041.0,362.0,Rockfield,Kentucky,KY,36.9102778,-86.5644444,USW00093808
2014,Giant Pumpkin,1134.5,1109.0,371.0,Massillon,Ohio,OH,40.7966667,-81.5216667,USW00014895
2014,Giant Pumpkin,1133.0,1113.0,371.0,Bonney Lake,Washington,WA,47.1772222,-122.1852778,USW00024233
2014,Giant Pumpkin,1130.5,1121.0,372.0,Griffith,Indiana,IN,41.5283333,-87.42361109999999,USC00123078
2014,Giant Pumpkin,1127.5,1065.0,365.0,New Richmond,Wisconsin,WI,45.1230556,-92.5363889,USW00014991
2014,Giant Pumpkin,1127.0,1162.0,377.0,Springfield,Vermont,VT,43.2983333,-72.4827778,USC00437054
2014,Giant Pumpkin,1126.0,1081.0,367.0,Grand Rapids,Michigan,MI,42.9633333,-85.6680556,USW00094860
2014,Giant Pumpkin,1124.5,1097.0,369.0,Williamston,Michigan,MI,42.6888889,-84.2830556,USW00014826
2014,Giant Pumpkin,1124.0,0.0,0.0,Helenwood,Tennessee,TN,36.4297222,-84.5441667,USC00406493
2014,Giant Pumpkin,1122.0,1154.0,376.0,Dallas,Oregon,OR,44.9194444,-123.31583329999998,USW00024232
2014,Giant Pumpkin,1120.5,1113.0,371.0,Salem,Ohio,OH,40.9008333,-80.8569444,USW00014852
2014,Giant Pumpkin,1116.5,1057.0,364.0,Enon Valley,Pennsylvania,PA,40.8547222,-80.4572222,USW00094823
2014,Giant Pumpkin,1116.0,1174.0,378.0,Griffith,Indiana,IN,41.5283333,-87.42361109999999,USC00123078
2014,Giant Pumpkin,1115.0,1220.0,384.0,Halifax,Pennsylvania,PA,40.46805560000001,-76.93222220000001,USW00014711
2014,Giant Pumpkin,1115.0,971.0,353.0,Joliet,Illinois,IL,41.525,-88.0816667,USW00094846
2014,Giant Pumpkin,1115.0,1129.0,373.0,New Holland,Ohio,OH,39.5538889,-83.2569444,USC00331785
2014,Giant Pumpkin,1114.0,1270.0,390.0,Ipswich,Massachusetts,MA,42.6791667,-70.8416667,USC00193276
2014,Giant Pumpkin,1111.0,1061.0,365.0,Blairsville,Georgia,GA,34.8761111,-83.95833329999998,USC00098740
2014,Giant Pumpkin,1110.5,1069.0,366.0,Delevan,New York,NY,42.4891667,-78.48111109999998,USC00301625
2014,Giant Pumpkin,1108.0,1181.0,379.0,Chaska,Minnesota,MN,44.7894444,-93.6019444,USC00211448
2014,Giant Pumpkin,1106.8,1121.0,372.0,Darien,Wisconsin,WI,42.6016667,-88.7075,USW00014837
2014,Giant Pumpkin,1106.0,0.0,0.0,Leechburg,Pennsylvania,PA,40.6269444,-79.6058333,USC00366111
2014,Giant Pumpkin,1105.0,0.0,0.0,Sanford,Maine,ME,43.4391667,-70.77472220000001,USC00173862
2014,Giant Pumpkin,1104.0,1154.0,376.0,Napa,California,CA,38.2972222,-122.2844444,USW00093241
2014,Giant Pumpkin,1104.0,959.0,352.0,Ontario,New York,NY,43.2208333,-77.2833333,USC00309049
2014,Giant Pumpkin,1104.0,1065.0,365.0,Des Moines,Iowa,IA,41.60055560000001,-93.6088889,USW00014933
2014,Giant Pumpkin,1103.0,1006.0,358.0,Ellwood City,Pennsylvania,PA,40.8616667,-80.2866667,USW00094823
2014,Giant Pumpkin,1100.0,1045.0,363.0,Sharpsville,Pennsylvania,PA,41.2591667,-80.4722222,USC00364325
2014,Giant Pumpkin,1095.0,1195.0,381.0,Cedar Lake,Indiana,IN,41.3647222,-87.44111109999999,USC00123078
2014,Giant Pumpkin,1094.6,1158.0,377.0,Clinton,Wisconsin,WI,42.5577778,-88.865,USW00014837
2014,Giant Pumpkin,1094.0,1002.0,357.0,Marion,Wisconsin,WI,44.6708333,-88.8891667,USC00470265
2014,Giant Pumpkin,1093.5,0.0,0.0,Bradford,Pennsylvania,PA,41.9558333,-78.6441667,USC00360868
2014,Giant Pumpkin,1092.0,1134.0,374.0,Cullman,Alabama,AL,34.1747222,-86.84361109999998,USW00003856
2014,Giant Pumpkin,1088.0,1006.0,358.0,Marysville,California,CA,39.1458333,-121.5902778,USW00023271
2014,Giant Pumpkin,1087.5,1105.0,370.0,Wheaton,Illinois,IL,41.86611110000001,-88.1069444,USW00094846
2014,Giant Pumpkin,1085.5,1037.0,362.0,Freeville,New York,NY,42.5138889,-76.3469444,USC00304174
2014,Giant Pumpkin,1082.0,1089.0,368.0,Waterville,Ohio,OH,41.5008333,-83.7183333,USW00094830
2014,Giant Pumpkin,1081.0,922.0,347.0,Cortland,New York,NY,42.6011111,-76.1808333,USC00304174
2014,Giant Pumpkin,1081.0,0.0,0.0,Topsfield,Massachusetts,MA,42.6375,-70.95,USC00193276
2014,Giant Pumpkin,1081.0,1053.0,364.0,North Lima,Ohio,OH,40.9483333,-80.6591667,USW00014852
2014,Giant Pumpkin,1080.5,1053.0,364.0,New Middletown,Ohio,OH,40.9611111,-80.5577778,USW00014852
2014,Giant Pumpkin,1079.5,0.0,0.0,Springfield,Missouri,MO,37.2152778,-93.2980556,USW00013995
2014,Giant Pumpkin,1078.0,1179.0,379.0,Susquehanna,Pennsylvania,PA,41.9433333,-75.6,USW00054789
2014,Giant Pumpkin,1077.0,1101.0,370.0,Putnam,Connecticut,CT,41.915,-71.9094444,USW00014740
2014,Giant Pumpkin,1073.0,1061.0,365.0,Wheat Ridge,Colorado,CO,39.7661111,-105.07666670000002,USC00058995
2014,Giant Pumpkin,1072.5,1220.0,384.0,Huron,Ohio,OH,41.395,-82.5552778,USW00014846
2014,Giant Pumpkin,1072.5,1025.0,360.0,Erie,Pennsylvania,PA,42.1291667,-80.0852778,USW00014860
2014,Giant Pumpkin,1072.4,1089.0,368.0,Menomonee Falls,Wisconsin,WI,43.1788889,-88.1172222,USC00473058
2014,Giant Pumpkin,1071.5,1109.0,371.0,Clinton,New York,NY,43.0483333,-75.3788889,USW00014771
2014,Giant Pumpkin,1071.5,1033.0,361.0,De Pere,Wisconsin,WI,44.4488889,-88.0602778,USW00014898
2014,Giant Pumpkin,1071.0,892.0,343.0,Lancaster,Kentucky,KY,37.6194444,-84.5780556,USW00093820
2014,Giant Pumpkin,1071.0,1109.0,371.0,Verona,Wisconsin,WI,42.9908333,-89.5330556,USW00014837
2014,Giant Pumpkin,1068.0,1089.0,368.0,Gettysburg,Pennsylvania,PA,39.8308333,-77.23138890000001,USC00360656
2014,Giant Pumpkin,1068.0,1057.0,364.0,Joliet,Illinois,IL,41.525,-88.0816667,USW00094846
2014,Giant Pumpkin,1064.5,1061.0,365.0,Suring,Wisconsin,WI,44.9991667,-88.3719444,USW00014898
2014,Giant Pumpkin,1063.5,0.0,0.0,Garnavillo,Iowa,IA,42.8686111,-91.2358333,USC00135086
2014,Giant Pumpkin,1060.5,1073.0,366.0,Canal Winchester,Ohio,OH,39.8427778,-82.8047222,USW00014821
2014,Giant Pumpkin,1058.0,914.0,346.0,Derry,New Hampshire,NH,42.8805556,-71.32777779999998,USC00279278
2014,Giant Pumpkin,1056.5,1154.0,376.0,Plymouth,Massachusetts,MA,41.9583333,-70.6677778,USC00193624
2014,Giant Pumpkin,1056.5,994.0,356.0,Salem,Ohio,OH,40.9008333,-80.8569444,USW00014852
2014,Giant Pumpkin,1056.0,1049.0,363.0,Santa Rosa,California,CA,38.4405556,-122.7133333,USC00043578
2014,Giant Pumpkin,1055.0,1105.0,370.0,Clackamas,Oregon,OR,45.4077778,-122.5691667,USC00356750
2014,Giant Pumpkin,1054.0,1097.0,369.0,Perry,Iowa,IA,41.8386111,-94.1069444,USC00130200
2014,Giant Pumpkin,1053.0,1121.0,372.0,Grand Rapids,Michigan,MI,42.9633333,-85.6680556,USW00094860
2014,Giant Pumpkin,1052.0,1187.0,380.0,Sioux Falls,South Dakota,SD,43.55,-96.7,USW00014944
2014,Giant Pumpkin,1050.0,1117.0,372.0,Sparta,North Carolina,NC,36.5052778,-81.1211111,USW00003810
2014,Giant Pumpkin,1049.0,971.0,353.0,Sumner,Washington,WA,47.2033333,-122.2391667,USW00024233
2014,Giant Pumpkin,1048.0,948.0,350.0,Cheshire,Massachusetts,MA,42.5619444,-73.1633333,USC00190190
2014,Giant Pumpkin,1045.5,1146.0,375.0,Corryton,Tennessee,TN,36.153611100000006,-83.7825,USW00013891
2014,Giant Pumpkin,1044.5,967.0,353.0,Watertown,South Dakota,SD,44.89944439999999,-97.1147222,USW00014946
2014,Giant Pumpkin,1043.0,1010.0,358.0,Granite Bay,California,CA,38.7633333,-121.1627778,USW00023271
2014,Giant Pumpkin,1042.0,933.0,348.0,Delevan,New York,NY,42.4891667,-78.48111109999998,USC00301625
2014,Giant Pumpkin,1037.0,998.0,357.0,Germantown,Wisconsin,WI,43.2286111,-88.11027779999998,USC00473058
2014,Giant Pumpkin,1037.0,979.0,354.0,Oregon,Ohio,OH,41.6436111,-83.4869444,USW00094830
2014,Giant Pumpkin,1036.0,1162.0,377.0,Chilton,Wisconsin,WI,44.0288889,-88.16277779999999,USC00471568
2014,Giant Pumpkin,1032.5,1121.0,372.0,Clackamas,Oregon,OR,45.4077778,-122.5691667,USC00356750
2014,Giant Pumpkin,1031.5,956.0,351.0,Greenfield,Indiana,IN,39.785,-85.7694444,USW00093819
2014,Giant Pumpkin,1028.0,1033.0,361.0,Woodridge,Illinois,IL,41.7469444,-88.05027779999998,USW00094846
2014,Giant Pumpkin,1026.0,983.0,355.0,Shakopee,Minnesota,MN,44.79805560000001,-93.5266667,USC00211448
2014,Giant Pumpkin,1025.0,1002.0,357.0,Cumberland,Rhode Island,RI,41.96666670000001,-71.4333333,USW00014765
2014,Giant Pumpkin,1024.5,975.0,354.0,Goffstown,New Hampshire,NH,43.0202778,-71.6008333,USC00274234
2014,Giant Pumpkin,1024.0,990.0,356.0,Monaca,Pennsylvania,PA,40.6872222,-80.2716667,USW00094823
2014,Giant Pumpkin,1020.0,983.0,355.0,Delevan,New York,NY,42.4891667,-78.48111109999998,USC00301625
2014,Giant Pumpkin,1015.0,986.0,355.0,Stoughton,Wisconsin,WI,42.9169444,-89.2177778,USW00014837
2014,Giant Pumpkin,1014.0,914.0,346.0,Sanford,Maine,ME,43.4391667,-70.77472220000001,USC00173862
2014,Giant Pumpkin,1011.2,0.0,0.0,Helenwood,Tennessee,TN,36.4297222,-84.5441667,USC00406493
2014,Giant Pumpkin,1006.0,1065.0,365.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00058995
2014,Giant Pumpkin,1006.0,959.0,352.0,Duxbury,Massachusetts,MA,42.0416667,-70.67277779999998,USC00193624
2014,Giant Pumpkin,1004.0,910.0,345.0,Fairfield,Connecticut,CT,41.1411111,-73.2641667,USW00094702
2014,Giant Pumpkin,994.5,1077.0,367.0,West Union,Ohio,OH,38.7944444,-83.5452778,USC00339220
2014,Giant Pumpkin,993.0,0.0,0.0,Ypsilanti,Michigan,MI,42.24111110000001,-83.6130556,USC00200230
2014,Giant Pumpkin,990.0,979.0,354.0,Peru,Indiana,IN,40.7536111,-86.0688889,USC00127482
2014,Giant Pumpkin,986.5,1002.0,357.0,Poland,Ohio,OH,41.0241667,-80.615,USW00014852
2014,Giant Pumpkin,985.5,1033.0,361.0,Waterville,Ohio,OH,41.5008333,-83.7183333,USW00094830
2014,Giant Pumpkin,985.0,1010.0,358.0,Enumclaw,Washington,WA,47.20444439999999,-121.9902778,USS0021B50S
2014,Giant Pumpkin,983.5,859.0,338.0,Canby,Oregon,OR,45.2630556,-122.6913889,USW00094281
2014,Giant Pumpkin,983.0,983.0,355.0,Laingsburg,Michigan,MI,42.8902778,-84.3513889,USW00014826
2014,Giant Pumpkin,982.0,0.0,0.0,Deerfield,Michigan,MI,41.8888889,-83.77888890000001,USC00200228
2014,Giant Pumpkin,977.0,0.0,0.0,Columbus,Michigan,MI,42.8822222,-82.6625,USW00094847
2014,Giant Pumpkin,977.0,979.0,354.0,Suring,Wisconsin,WI,44.9991667,-88.3719444,USW00014898
2014,Giant Pumpkin,974.5,844.0,336.0,Estacada,Oregon,OR,45.2897222,-122.3325,USC00355681
2014,Giant Pumpkin,972.5,1041.0,362.0,Roy,Utah,UT,41.16166670000001,-112.0255556,USS0011J11S
2014,Giant Pumpkin,972.0,948.0,350.0,Portage,Maine,ME,46.7630556,-68.4763889,USW00014607
2014,Giant Pumpkin,971.5,933.0,348.0,Osceola,Pennsylvania,PA,41.9819444,-77.3427778,USC00368868
2014,Giant Pumpkin,970.5,1089.0,368.0,Webster,New York,NY,43.2122222,-77.4302778,USC00309049
2014,Giant Pumpkin,968.0,956.0,351.0,Marion,Wisconsin,WI,44.6708333,-88.8891667,USC00470265
2014,Giant Pumpkin,966.5,0.0,0.0,Ellendale,Minnesota,MN,43.8727778,-93.3011111,USC00210075
2014,Giant Pumpkin,966.0,0.0,0.0,New Concord,Ohio,OH,39.9936111,-81.7341667,USW00093824
2014,Giant Pumpkin,962.0,0.0,0.0,Limington,Maine,ME,43.7316667,-70.7113889,USC00173862
2014,Giant Pumpkin,959.0,830.0,334.0,Portland,Oregon,OR,45.5236111,-122.675,USW00024229
2014,Giant Pumpkin,957.0,948.0,350.0,New Boston,Michigan,MI,42.1625,-83.4030556,USW00094847
2014,Giant Pumpkin,956.0,866.0,339.0,Williston,Vermont,VT,44.4375,-73.0686111,USW00014742
2014,Giant Pumpkin,953.0,1010.0,358.0,Watertown,South Dakota,SD,44.89944439999999,-97.1147222,USW00014946
2014,Giant Pumpkin,952.5,907.0,345.0,Jamestown,New York,NY,42.0969444,-79.2355556,USC00301625
2014,Giant Pumpkin,951.5,933.0,348.0,Sharpsville,Pennsylvania,PA,41.2591667,-80.4722222,USC00364325
2014,Giant Pumpkin,950.0,1029.0,361.0,Alexandria,Indiana,IN,40.2627778,-85.6758333,USC00126420
2014,Giant Pumpkin,947.5,963.0,352.0,Columbus,Michigan,MI,42.8822222,-82.6625,USW00094847
2014,Giant Pumpkin,947.0,881.0,341.0,Morgan,Utah,UT,41.03611110000001,-111.6761111,USS0011J11S
2014,Giant Pumpkin,945.0,948.0,350.0,Pleasant Grove,Utah,UT,40.3641667,-111.7377778,USS0011J21S
2014,Giant Pumpkin,944.5,918.0,346.0,Cornelius,Oregon,OR,45.52,-123.0586111,USS0023D02S
2014,Giant Pumpkin,944.0,1081.0,367.0,Susquehanna,Pennsylvania,PA,41.9433333,-75.6,USW00054789
2014,Giant Pumpkin,944.0,1073.0,366.0,Barnesville,Ohio,OH,39.9880556,-81.1766667,USW00093824
2014,Giant Pumpkin,940.0,903.0,344.0,Littleton,Colorado,CO,39.6133333,-105.0161111,USC00058995
2014,Giant Pumpkin,936.0,918.0,346.0,Girard,Ohio,OH,41.1538889,-80.7016667,USW00014852
2014,Giant Pumpkin,933.0,1077.0,367.0,Nekoosa,Wisconsin,WI,44.3125,-89.9041667,USC00475120
2014,Giant Pumpkin,932.5,881.0,341.0,Marion,Wisconsin,WI,44.6708333,-88.8891667,USC00470265
2014,Giant Pumpkin,930.5,903.0,344.0,London,Ohio,OH,39.8863889,-83.4483333,USC00331785
2014,Giant Pumpkin,927.0,1010.0,358.0,Whittaker,Michigan,MI,42.1280556,-83.5997222,USC00200228
2014,Giant Pumpkin,923.5,948.0,350.0,Rocky Hill,Connecticut,CT,41.6647222,-72.63972220000002,USW00014740
2014,Giant Pumpkin,923.0,0.0,0.0,Merrimack,New Hampshire,NH,42.865,-71.4938889,USC00274234
2014,Giant Pumpkin,920.5,952.0,351.0,Salt Lake City,Utah,UT,40.7608333,-111.8902778,USW00024127
2014,Giant Pumpkin,919.0,914.0,346.0,Circleville,Ohio,OH,39.60055560000001,-82.9461111,USW00014821
2014,Giant Pumpkin,917.0,895.0,343.0,Milford,Connecticut,CT,41.2222222,-73.0569444,USW00094702
2014,Giant Pumpkin,916.5,903.0,344.0,Ashland,Ohio,OH,40.8686111,-82.31833329999998,USW00014891
2014,Giant Pumpkin,915.0,1018.0,359.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233
2014,Giant Pumpkin,914.5,841.0,336.0,Tenino,Washington,WA,46.8569444,-122.8516667,USW00024227
2014,Giant Pumpkin,914.0,899.0,344.0,Barnesville,Ohio,OH,39.9880556,-81.1766667,USW00093824
2014,Giant Pumpkin,910.5,1045.0,363.0,Oakland,Maryland,MD,39.4077778,-79.4069444,USC00185934
2014,Giant Pumpkin,907.5,837.0,335.0,Dallas,Oregon,OR,44.9194444,-123.31583329999998,USW00024232
2014,Giant Pumpkin,907.0,933.0,348.0,Jericho,Vermont,VT,44.5038889,-72.9980556,USW00014742
2014,Giant Pumpkin,906.0,844.0,336.0,Fort Wayne,Indiana,IN,41.1305556,-85.1288889,USW00014827
2014,Giant Pumpkin,906.0,907.0,345.0,Dry Pond,Virginia,VA,36.5833333,-80.3447222,USW00013741
2014,Giant Pumpkin,905.0,925.0,347.0,Clinton,Wisconsin,WI,42.5577778,-88.865,USW00014837
2014,Giant Pumpkin,904.0,933.0,348.0,Maybee,Michigan,MI,42.0038889,-83.5155556,USW00094847
2014,Giant Pumpkin,903.0,841.0,336.0,Granite Bay,California,CA,38.7633333,-121.1627778,USW00023271
2014,Giant Pumpkin,903.0,873.0,340.0,Kirkland,Washington,WA,47.6816667,-122.2075,USW00094290
2014,Giant Pumpkin,902.0,918.0,346.0,Linden,Michigan,MI,42.8144444,-83.7825,USW00014826
2014,Giant Pumpkin,902.0,0.0,0.0,Columbus,Michigan,MI,42.8822222,-82.6625,USW00094847
2014,Giant Pumpkin,898.5,925.0,347.0,Perry,Iowa,IA,41.8386111,-94.1069444,USC00130200
2014,Giant Pumpkin,897.0,920.0,346.0,Mound,Minnesota,MN,44.9366667,-93.6658333,USC00211448
2014,Giant Pumpkin,896.5,848.0,337.0,Oswego,New York,NY,43.4552778,-76.5108333,USC00306314
2014,Giant Pumpkin,895.0,848.0,337.0,Cincinnati,Ohio,OH,39.1619444,-84.4569444,USW00093812
2014,Giant Pumpkin,890.5,830.0,334.0,Morrison,Colorado,CO,39.653611100000006,-105.19055559999998,USC00058995
2014,Giant Pumpkin,888.0,798.0,330.0,Little Valley,New York,NY,42.2525,-78.8058333,USC00301625
2014,Giant Pumpkin,886.5,794.0,329.0,Kalama,Washington,WA,46.0086111,-122.84333329999998,USC00458773
2014,Giant Pumpkin,886.0,888.0,342.0,Oak Harbor,Washington,WA,48.2933333,-122.6419444,USW00024217
2014,Giant Pumpkin,885.5,956.0,351.0,Romeoville,Illinois,IL,41.6475,-88.0894444,USW00094846
2014,Giant Pumpkin,884.5,892.0,343.0,Wisconsin Rapids,Wisconsin,WI,44.3836111,-89.8172222,USC00475120
2014,Giant Pumpkin,880.0,830.0,334.0,Estacada,Oregon,OR,45.2897222,-122.3325,USC00355681
2014,Giant Pumpkin,880.0,933.0,348.0,Dilliner,Pennsylvania,PA,39.7516667,-79.92527779999998,USC00366111
2014,Giant Pumpkin,878.0,794.0,329.0,Clayton,North Carolina,NC,35.65055560000001,-78.4566667,USW00013722
2014,Giant Pumpkin,877.0,979.0,354.0,Mobridge,South Dakota,SD,45.5372222,-100.4275,USW00094052
2014,Giant Pumpkin,875.0,940.0,349.0,Barnesville,Ohio,OH,39.9880556,-81.1766667,USW00093824
2014,Giant Pumpkin,873.5,844.0,336.0,Durham,Connecticut,CT,41.4816667,-72.68166670000002,USW00014740
2014,Giant Pumpkin,873.5,0.0,0.0,Hinckley,Minnesota,MN,46.0113889,-92.9441667,USC00210190
2014,Giant Pumpkin,873.0,895.0,343.0,Peosta,Iowa,IA,42.4505556,-90.8502778,USW00094908
2014,Giant Pumpkin,871.5,830.0,334.0,Auburn,Washington,WA,47.3075,-122.2272222,USW00024233
2014,Giant Pumpkin,871.0,841.0,336.0,North Branch,New York,NY,41.8066667,-74.99194440000002,USW00004725
2014,Giant Pumpkin,870.5,823.0,333.0,Forest Grove,Oregon,OR,45.52,-123.10944440000002,USS0023D02S
2014,Giant Pumpkin,869.0,736.0,321.0,Lexington,North Carolina,NC,35.8238889,-80.25361109999999,USW00013723
2014,Giant Pumpkin,868.5,866.0,339.0,Bradford,Pennsylvania,PA,41.9558333,-78.6441667,USC00360868
2014,Giant Pumpkin,868.5,895.0,343.0,Clinton,Iowa,IA,41.84444439999999,-90.1886111,USC00131635
2014,Giant Pumpkin,868.0,914.0,346.0,Winston-Salem,North Carolina,NC,36.0997222,-80.2444444,USW00013723
2014,Giant Pumpkin,866.5,903.0,344.0,Spanaway,Washington,WA,47.1041667,-122.4333333,USW00024233
2014,Giant Pumpkin,866.0,877.0,341.0,Chestertown,New York,NY,43.6525,-73.8013889,USC00304102
2014,Giant Pumpkin,866.0,0.0,0.0,Baden,Pennsylvania,PA,40.635,-80.2283333,USW00094823
2014,Giant Pumpkin,865.0,910.0,345.0,Comstock Park,Michigan,MI,43.0386111,-85.67,USW00094860
2014,Giant Pumpkin,863.0,1014.0,359.0,Long Valley,New Jersey,NJ,40.7858333,-74.7805556,USW00014792
2014,Giant Pumpkin,863.0,881.0,341.0,San Jose,California,CA,37.3394444,-121.8938889,USW00023272
2014,Giant Pumpkin,863.0,802.0,330.0,Cullman,Alabama,AL,34.1747222,-86.84361109999998,USW00003856
2014,Giant Pumpkin,862.0,841.0,336.0,Berlin Center,Ohio,OH,41.02444439999999,-80.9477778,USC00333780
2014,Giant Pumpkin,861.5,1089.0,368.0,Stockton,California,CA,37.9577778,-121.2897222,USW00023232
2014,Giant Pumpkin,858.0,823.0,333.0,Cheyenne,Wyoming,WY,41.14,-104.8197222,USC00481676
2014,Giant Pumpkin,856.0,948.0,350.0,Lakewood,Colorado,CO,39.7047222,-105.08083329999998,USC00058995
2014,Giant Pumpkin,856.0,809.0,331.0,Bonney Lake,Washington,WA,47.1772222,-122.1852778,USW00024233
2014,Giant Pumpkin,854.0,760.0,324.0,Janesville,Wisconsin,WI,42.6827778,-89.01861109999999,USW00014837
2014,Giant Pumpkin,852.5,881.0,341.0,Orient,Ohio,OH,39.8027778,-83.1519444,USC00331785
2014,Giant Pumpkin,849.0,959.0,352.0,Pocatello,Idaho,ID,42.8713889,-112.4447222,USS0012G17S
2014,Giant Pumpkin,849.0,0.0,0.0,Richland Center,Wisconsin,WI,43.3347222,-90.3866667,USC00474373
2014,Giant Pumpkin,848.0,918.0,346.0,Albany,Oregon,OR,44.6366667,-123.1047222,USW00024232
2014,Giant Pumpkin,847.5,859.0,338.0,Napa,California,CA,38.2972222,-122.2844444,USW00093241
2014,Giant Pumpkin,847.0,750.0,323.0,West Valley City,Utah,UT,40.6916667,-112.0002778,USW00024127
2014,Giant Pumpkin,847.0,914.0,346.0,Dunkirk,Ohio,OH,40.7891667,-83.6433333,USC00332791
2014,Giant Pumpkin,845.5,794.0,329.0,Bradford,Pennsylvania,PA,41.9558333,-78.6441667,USC00360868
2014,Giant Pumpkin,842.7,0.0,0.0,Ronda,North Carolina,NC,36.2183333,-80.9413889,USW00003810
2014,Giant Pumpkin,841.3,0.0,0.0,Pinnacle,North Carolina,NC,36.3291667,-80.4333333,USW00013723
2014,Giant Pumpkin,835.5,851.0,337.0,Nekoosa,Wisconsin,WI,44.3125,-89.9041667,USC00475120
2014,Giant Pumpkin,834.5,830.0,334.0,Vancouver,Washington,WA,45.6388889,-122.6602778,USC00458773
2014,Giant Pumpkin,833.5,956.0,351.0,Woodburn,Indiana,IN,41.1252778,-84.8533333,USW00014827
